Title,Author,Year,Any location source,Has abstract,Abstract
"Implementación del Servicio de RX en El Bordo, Patía para el Fortalecimiento de la Atención en Salud",Sandra Lorena Galindez Erazo,2026,Repositorio Institucional E-DocUR (Universidad Del Rosario),Has abstract,"El proyecto de AG IPS se enfoca en la implementación del Servicio de RX en El Bordo, Patía a fin de fortalecer la atención en salud de la población del municipio del Bordo, Patía, Cauca, Colombia. Este proyecto busca ofrecer una atención integral por medio de esta tecnología médica. El servicio de RX es de oferta limitada en el municipio debido a factores geográficos y de infraestructura. Las Instituciones Prestadoras de Servicios de Salud (IPS) concentran la oferta de servicios de salud en la capital caucana, dejando de lado aquellos municipios de difícil acceso, los cuales requieren de un mayor esfuerzo en su operación, viendo esto reflejado en un mayor costo financiero. El objetivo principal es brindar de manera oportuna y de calidad los servicios de salud que la población requiera. La ventaja competitiva de AG IPS radica en su capacidad para identificar las necesidades de atención médica de la población y de esta manera definir los servicios esenciales que se deben ofrecer en el municipio y sus alrededores. Para plantear posibles soluciones se requiere entender la realidad de la población generando una visión amplia de la problemática en salud de la comunidad, permitiendo plantear soluciones ajustadas, en busca de resultados en salud más visibles en el municipio de Patía y sus alrededores. El nivel de avance del intraemprendimiento para AG IPS incluye la realización de estudios de viabilidad y la implementación del servicio de RX en El Bordo, Patía. En cuanto a la oportunidad de mercado, se espera cubrir una demanda significativa en una región con limitaciones en la oferta de servicios de salud especializados, lo que se traduce en un mercado potencialmente grande y en crecimiento. En este sentido también es válido realizar un análisis un poco más amplio donde tenemos escenarios de incertidumbre y corrupción entre los actores del sistema salud en la región y en Colombia. Una vez estudiado el panorama lograr generar estrategias que permitan a la empresa un punto de equilibrio y calcular el retorno de la inversión (ROI). Los costos previstos del intraemprendimiento están estimados en ochocientos millones de pesos moneda corriente ($800.000.0000), con financiamiento proveniente de recursos propios y/o inversionistas. Los principales resultados esperados incluyen el aumento de acceso a tratamientos médicos, mejora en la calidad de vida de la población y una respuesta efectiva ante emergencias médicas, lo que contribuirá al bienestar general de la comunidad."
Modelo Integral de Inteligencia Conductual para la Gestión del Riesgo Interno,Mauricio Alan Illera Diaz,2026,Zenodo (CERN European Organization for Nuclear Research),Has abstract,"Modelo Integral de Inteligencia Conductual para la Gestión del Riesgo Interno: Un Enfoque Adaptativo y Preventivo Basado en el Comportamiento Humano Resumen El presente trabajo desarrolla un Modelo Integral de Inteligencia Conductual para la Gestión del Riesgo Interno, diseñado para abordar de manera sistémica y preventiva los fenómenos de fraude, sabotaje, corrupción, filtración de información y otras conductas indebidas dentro de las organizaciones. El modelo parte de un principio central: el delincuente interno es adaptativo. Bajo esta premisa, se reconoce que el riesgo interno no desaparece cuando se cierra una vulnerabilidad operativa, sino que se transforma y migra hacia nuevas oportunidades, fenómeno conocido como desplazamiento del delito. Esta dinámica exige superar los enfoques tradicionales de control reactivo y evolucionar hacia un sistema preventivo centrado en la conducta humana, la motivación y la percepción de detección. La arquitectura propuesta se estructura en cuatro pilares estratégicos interdependientes: Inteligencia Conductual Predictiva, orientada a identificar indicadores conductuales tempranos y patrones de riesgo antes de que se materialicen incidentes, integrando información de recursos humanos, auditoría, supervisión operativa, sistemas tecnológicos y canales de denuncia. Ataque a la Motivación, fundamentado en la criminología organizacional y el modelo del Triángulo del Fraude de Donald R. Cressey, que interviene sobre factores como presión económica, percepción de injusticia, desvinculación emocional y cultura permisiva, reduciendo la intención de conducta indebida desde su origen psicológico y contextual. Perfilamiento de Riesgo Interno, enfocado en analizar contextos, procesos y áreas críticas con mayor exposición estructural al riesgo, priorizando controles con base en probabilidad conductual e impacto organizacional, bajo estrictos principios éticos y sin estigmatización individual. Contexto de Percepción de Detección, que fortalece la disuasión mediante visibilidad de controles, auditorías aleatorias, supervisión activa y comunicación institucional preventiva, incrementando la percepción de probabilidad de detección como mecanismo de autocontrol. El modelo propone una transición del enfoque reactivo —basado en incidentes y corrección posterior— hacia un enfoque preventivo adaptativo, que anticipa conductas y optimiza recursos, reduciendo pérdidas financieras, impacto operativo y deterioro reputacional. Asimismo, integra variables humanas, organizacionales y contextuales, alineándose con estándares internacionales de gestión de riesgos y fortaleciendo la cultura ética corporativa. Como contribución principal, esta propuesta redefine la gestión del riesgo interno desde una perspectiva estratégica, posicionándola como un activo generador de valor y ventaja competitiva sostenible. La implementación del modelo permite a la alta dirección transformar la seguridad corporativa en un sistema de inteligencia preventiva, resiliente y centrado en el comportamiento humano, elevando la madurez organizacional en la gestión integral del riesgo."
"The Crime of Concusión in Colombia: A Dogmatic and Empirical Analysis for the Design of a Citizen Reporting Manual as a Guide for the Correct Determination of the Circumstances of Time, Manner, and Place at the Sectional Attorney General's Office of Bucaramanga.",Katerín Lizeth Mejía Báez,2026,Universidad Industrial de Santander,Has abstract,"Título: El Delito De Concusión En Colombia Análisis Dogmático Y Empírico Para El Diseño De Un Manual Ciudadano De Denuncia Como Una Guía Para La Correcta Determinación De Las Circunstancias De Tiempo, Modo Y Lugar En La Fiscalía Seccional De Bucaramanga[ Trabajo de grado] Autora: Katerín Lizeth Mejía Báez.[ Facultad de ciencia humanas, Escuela de Derecho y Ciencia Política, Jorge Diaz Gil] Palabras clave: Concusión, administración pública, metus publicae potestatis, cohecho, sujeto activo calificado, archivo fiscal, acceso a la justicia. Descripción: El presente trabajo de grado, desarrollado bajo la modalidad de práctica jurídica social en la Unidad de Delitos contra la Administración Pública de la Fiscalía General de la Nación, Seccional Santander, analiza el delito de concusión tipificado en el artículo 404 del Código Penal colombiano desde una doble perspectiva: dogmática y empírica. El componente dogmático parte del estudio del marco constitucional de la función pública y de la noción ampliada de servidor público en el derecho penal, para luego desarrollar de manera sistemática cada uno de los elementos estructurales del tipo penal: el bien jurídico pluriofensivo, el sujeto activo calificado, los tres verbos rectores constreñir, inducir y solicitar, el elemento subjetivo del dolo, y el papel del metus publicae potestatis como criterio delimitador entre la tentativa y la consumación del delito. Se desarrolla, igualmente, la diferenciación dogmática y práctica entre la concusión y el cohecho, dos figuras que la ciudadanía suele confundir. Mediante un enfoque cualitativo de carácter jurídico aplicado, se sistematizó el marco normativo y jurisprudencial aplicable al delito, incorporando jurisprudencia verificada de la Corte Suprema de Justicia, la Corte Constitucional y el Tribunal Superior de Medellín. Paralelamente, se analizaron algunas carpetas fiscales debidamente correspondientes a denuncias por concusión y delitos afines tramitadas en la práctica, las cuales fueron sistematizadas según la causal de archivo determinante: atipicidad de la conducta, inexistencia del hecho, y denuncia anónima sin datos verificables, o si procedía la investigación se realizaron las correspondientes Ordenes a Policía Judicial con el fin de lograr la imputación. Como resultado de este proceso, se identificó que la mayoría de las denuncias archivadas no lo fueron por atipicidad sustancial de los hechos, sino por deficiencias en su narración y acreditación probatoria, lo que evidenció una brecha entre el conocimiento dogmático exigido para la configuración del delito y la capacidad ciudadana de documentar adecuadamente los hechos denunciados. A partir de este diagnóstico, se diseñó un manual pedagógico dirigido a la ciudadanía, presentado como Apéndice A de este documento y concebido como producto final de la práctica jurídica social, en su calidad de herramienta de acceso a la justicia y de fortalecimiento de la lucha contra la corrupción en Colombia."
Remediación de la tradición pictórica y ontología de la imagen digital. Investigación-creación sobre la identidad en los nuevos medios a través de tres casos de estudio: Descargando Origen (2020-21); Playing a Dürer's Painting (2020); Still Made (2020) (2020-2021),RAMÓN LÓPEZ DE BENITO,2026,Zenodo (CERN European Organization for Nuclear Research),Has abstract,"Investigación-creación (""Practice-based Research"") de carácter extraordinario, desarrollado entre 2020 y 2021, cuyos resultados se materializan en tres obras audiovisuales validadas en circuitos internacionales de New Media Art: SUROSCOPIA, MADATAC y Under the Subway New York. JUSTIFICACIÓN DE LA INVESTIGACIÓN La investigación propone una remediación crítica del archivo artístico histórico mediante la innovación en dispositivos expositivos contemporáneos, estableciendo una dialéctica entre el legado pictórico occidental y la ontología de la imagen digital. El proyecto indaga en cómo los lenguajes tecnológicos (glitch, pixelado e imagen generativa) reconfiguran los arquetipos visuales del pasado para cuestionar la construcción de la identidad en la era post-digital y la saturación visual contemporánea. METODOLOGÍA: La aportación se articula metodológicamente a través de tres casos de estudio complementarios: 1. ""Playing a Dürer's Painting"", 2020 (Obra seleccionada en MADATAC XI, 2020): Esta pieza investiga la adaptación del contenido artístico al espacio arquitectónico. Concebida como un ""fresco digital"" para la bóveda LED de 300 m² del edificio Eurobulding NH, el reto metodológico consistió en trasladar la imagen clásica a un formato vertical anamórfico de gran escala para sumergir al espectador en un entorno donde observa y es observado. 2. ""Descargando Origen"", 2020-21 (Finalista en Suroscopia X, 2021): Utilizando la misma matriz conceptual que la anterior, pero en formato monocanal 16:9, esta obra profundiza en la tensión entre el referente sacro/pictórico y la ruptura digital. La pieza reflexiona sobre la capacidad del sujeto para asimilar el impacto tecnológico, sugiriendo que la identidad digital es una superposición inestable de fragmentos históricos y virtuales. 3. ""Still Made 4´"" 2020 (Under the Subway Video Art Night New York, 2020), extiende la línea de investigación a la ""Vanitas digital"", tomando como referencia los bodegones barrocos de Zurbarán y el concepto de ready-made de Duchamp. A través de procesos de corrupción de datos (data moshing) y glitch, la obra explora la transición de la materia al código, enfrentando la eternidad de la pintura clásica a la obsolescencia y fragilidad del archivo digital. El conjunto de las aportaciones demuestra una coherencia metodológica basada en la apropiación y resignificación crítica (remediación). Mediante la experimentación técnica (anamorfosis, glitch, soportes LED industriales), el autor trasciende la estética para formular una crítica cultural: mirar al pasado como espejo para interrogar nuestra condición humana en un futuro tecnológico incierto. La solidez de los resultados queda acreditada por su validación en foros especializados que exigen estándares técnicos y conceptuales de máxima exigencia. El proyecto no es solo una exhibición de obras, sino un proceso de investigación artística que utiliza la práctica videográfica como herramienta de pensamiento crítico, generando nuevos enfoques metodológicos para enfrentar los retos de la visualidad contemporánea y la desmaterialización de la imagen en el contexto del arte digital internacional."
Remediación de la tradición pictórica y ontología de la imagen digital. Investigación-creación sobre la identidad en los nuevos medios a través de tres casos de estudio: Descargando Origen (2020-21); Playing a Dürer's Painting (2020); Still Made (2020) (2020-2021),RAMÓN LÓPEZ DE BENITO,2026,Zenodo (CERN European Organization for Nuclear Research),Has abstract,"Investigación-creación (""Practice-based Research"") de carácter extraordinario, desarrollado entre 2020 y 2021, cuyos resultados se materializan en tres obras audiovisuales validadas en circuitos internacionales de New Media Art: SUROSCOPIA, MADATAC y Under the Subway New York. JUSTIFICACIÓN DE LA INVESTIGACIÓN La investigación propone una remediación crítica del archivo artístico histórico mediante la innovación en dispositivos expositivos contemporáneos, estableciendo una dialéctica entre el legado pictórico occidental y la ontología de la imagen digital. El proyecto indaga en cómo los lenguajes tecnológicos (glitch, pixelado e imagen generativa) reconfiguran los arquetipos visuales del pasado para cuestionar la construcción de la identidad en la era post-digital y la saturación visual contemporánea. METODOLOGÍA: La aportación se articula metodológicamente a través de tres casos de estudio complementarios: 1. ""Playing a Dürer's Painting"", 2020 (Obra seleccionada en MADATAC XI, 2020): Esta pieza investiga la adaptación del contenido artístico al espacio arquitectónico. Concebida como un ""fresco digital"" para la bóveda LED de 300 m² del edificio Eurobulding NH, el reto metodológico consistió en trasladar la imagen clásica a un formato vertical anamórfico de gran escala para sumergir al espectador en un entorno donde observa y es observado. 2. ""Descargando Origen"", 2020-21 (Finalista en Suroscopia X, 2021): Utilizando la misma matriz conceptual que la anterior, pero en formato monocanal 16:9, esta obra profundiza en la tensión entre el referente sacro/pictórico y la ruptura digital. La pieza reflexiona sobre la capacidad del sujeto para asimilar el impacto tecnológico, sugiriendo que la identidad digital es una superposición inestable de fragmentos históricos y virtuales. 3. ""Still Made 4´"" 2020 (Under the Subway Video Art Night New York, 2020), extiende la línea de investigación a la ""Vanitas digital"", tomando como referencia los bodegones barrocos de Zurbarán y el concepto de ready-made de Duchamp. A través de procesos de corrupción de datos (data moshing) y glitch, la obra explora la transición de la materia al código, enfrentando la eternidad de la pintura clásica a la obsolescencia y fragilidad del archivo digital. El conjunto de las aportaciones demuestra una coherencia metodológica basada en la apropiación y resignificación crítica (remediación). Mediante la experimentación técnica (anamorfosis, glitch, soportes LED industriales), el autor trasciende la estética para formular una crítica cultural: mirar al pasado como espejo para interrogar nuestra condición humana en un futuro tecnológico incierto. La solidez de los resultados queda acreditada por su validación en foros especializados que exigen estándares técnicos y conceptuales de máxima exigencia. El proyecto no es solo una exhibición de obras, sino un proceso de investigación artística que utiliza la práctica videográfica como herramienta de pensamiento crítico, generando nuevos enfoques metodológicos para enfrentar los retos de la visualidad contemporánea y la desmaterialización de la imagen en el contexto del arte digital internacional."
La Inteligencia Artificial en Actos Administrativos de Insubsistencia: Implicaciones Jurídicas y Control Judicial en Colombia,David Orlando Pérez Becerra,2026,Institutional Repository of the Santo Tomás University,Has abstract,"En recientes años, la transformación tecnológica y digital del Estado ha modificado sustancialmente los procesos decisorios de la administración pública. La incorporación progresiva de herramientas tecnológicas y de sistemas basados en Inteligencia Artificial, ha creado nuevas dinámicas orientadas a eficiencia y optimización de recursos. No obstante, este nuevo panorama planeta serios interrogantes acerca de los límites normativos del uso de sistemas automatizados en el ejercicio del poder público. La tensión entre la protección de los principios del derecho administrativo y la garantía de derechos fundamentales se convierte en uno de los debates de mayor relevancia en el derecho administrativo contemporáneo. En particular, cuando las decisiones públicas tienen una incidencia directa en situaciones particulares de los individuos, el plantear una eventual automatización sobre dichas decisiones exige un análisis minucioso sobre su compatibilidad con principios como los de razonabilidad, proporcionalidad y control judicial efectivo. Así, esta investigación tiene como objetivo el análisis y estudio detallado de las posibilidades y límites de la adopción automatizada de creación de actos administrativos de insubsistencia en empleos de libre nombramiento y remoción en Colombia, así como el control judicial que sobre ellos se debe ejercer. Esto en cuanto el desarrollo normativo y jurisprudencial en el país ha establecido que los actos administrativos que declaran la insubsistencia de empleados de libre nombramiento y remoción no requieren motivación. Esta situación ha sido entendida, en términos señalados por Tafur Villareal (2025) como una autorización para que la administración pública cuente con cierta libertad en la selección y retiro de ciertos empleados, atendiendo a la naturaleza de las funciones que ejercen y el nivel de confianza requerido. La declaratoria de insubsistencia de funcionarios de libre nombramiento y remoción ha generado múltiples posiciones y debates. Esto en cuanto en un primer momento, se interpretó que dichos actos administrativos tenían una naturaleza discrecional. No obstante, a través de sentencia del 23 de febrero de 2011, el Consejo de Estado, determinó que la declaratoria de insubsistencia de un empleado de libre nombramiento y remoción, procede de forma inmotivada y goza de presunción de legalidad, como se ha señalado en diferentes jurisprudencias de la misma corporación. No obstante, esta discrecionalidad no debe ser entendida como un poder absoluto del nominador, pues como lo señala Osorio Jaramillo (2025) aquello podría derivarse en prácticas clientelitas que estimulan la corrupción y socavan la confianza en la administración pública. Por el contrario, debe avizorarse como una facultad que, si bien no requiere motivación formal, debe estar sujeta a los principios de razonabilidad y proporcionalidad que rigen el ejercicio del poder público. En este sentido, el Consejo de Estado, en sentencia del 2 de abril de 2020, determinó que la remoción de empleados de libre nombramiento y remoción es discrecional, pero debe estar fundamentada en la razonabilidad."
"“Mecanismos de participación de las Víctimas en la Contratación Estatal: Una propuesta a partir de la ejecución de la política de víctimas en el Departamento de Santander (2020-2023)""",Edith Adriana Sandoval Velandia|Juan Manuel Diaz Jaimes,2026,Institutional Repository of the Santo Tomás University,Has abstract,"Proponer medidas de participación efectiva para las Organizaciones de Víctimas de conflicto armado, en los procesos contractuales que se adelantan en el Departamento de Santander; según lo dispuesto en la Ley 1448 de 2011, a partir de la experiencia departamental 2020-2023. En cuanto a los escenarios de participación contractual de las O.V. en los diferentes municipios del Departamento de Santander, con respecto a la ejecución de estas políticas públicas, se puede concluir que de acuerdo con la normatividad y la jurisprudencia se confirma que existen bases suficientes para la participación contractual de las O.V.. No obstante, la evidencia empírica muestra que esa posibilidad se materializa de tal forma que prevalece una participación “de apoyo” (logística, eventos, conmemoraciones) frente a una participación “incidente” vinculada a la ejecución de proyectos de reparación integral, promoción de derechos y generación de ingresos. • Se puede concluir que el uso del SECOP aporta transparencia, trazabilidad y control, como lo ilustra el caso documentado de Piedecuesta: consultas, registro, seguimiento y evaluación contractual fortalecen la rendición de cuentas. Aun así, la sola adopción de la plataforma no garantiza participación sustantiva de las O.V.; se requiere traducir la trazabilidad en reglas de juego que abran efectivamente el mercado público a estas organizaciones (requisitos proporcionales, criterios diferenciales de experiencia, paquetes contractuales alineados con su capacidad operativa). • Se puede concluir que no existe una prohibición general para que las O.V. contraten con el Estado. Las principales limitaciones son indirectas y procedimentales: umbrales técnicos y financieros elevados, documentación exigente, trámites redundantes y requisitos de experiencia que favorecen a actores con mayor músculo administrativo. • En cuanto al régimen de inhabilidades e incompatibilidades se concluye que cumple un rol preventivo frente a conflictos de interés y corrupción; opera para cualquier proponente y se complementa con restricciones específicas del sistema de participación de víctimas. En particular, la prohibición para que miembros de Mesas de Participación funjan como contratistas cuando sus funciones se relacionan directamente con la política de víctimas ha protegido la imparcialidad, pero también ha generado tensiones operativas. • Se concluye que las propuestas para medidas efectivas de participación de las O.V. en materia de contratación estatal se deben articular en tres principios rectores: 1) participación con incidencia real, las O.V. como ejecutoras y veedoras, no solo beneficiarias; 2) equidad y acción afirmativa; y 3) transparencia y control social, veeduría y rendición de cuentas efectivas. • En la contratación competitiva, se propone incorporar criterios de inclusión social que otorguen puntaje tanto a O.V. proponentes como a oferentes que las vinculen (subcontratación, suministro o fortalecimiento). A nivel operativo, se plantea fortalecimiento institucional: programa de capacitación (SECOP I/II), fondo de apoyo técnico-financiero y canal único de información, un portal para oportunidades asociadas a la política de víctimas. Se sugiere, además, reservar un porcentaje del presupuesto de los PAT para ejecución con participación directa de O.V. Para evitar conflictos de interés, se propone un modelo segmentado: las O.V. ejecutan el componente de “Participación y Apoyo a la Mesa”, mientras programas de reparación integral quedan en operadores especializados; todo con protocolos de supervisión, auditorías y evaluaciones."
La politización de las fuerzas de seguridad y la erosión de la democracia constitucional,Martínez Alberto Ruben,2026,Zenodo (CERN European Organization for Nuclear Research),Has abstract,"Este trabajo analiza el caso de Luis Antonio Herrera Corsi como un estudio estructural sobre la politización de las fuerzas de seguridad y su impacto en la democracia constitucional. A partir de una reconstrucción empírica detallada, el ensayo sostiene que la persecución institucional sufrida por Herrera Corsi no constituye una violación individual aislada, sino la manifestación de un patrón sistemático de ejercicio del poder que transforma a las fuerzas de seguridad en instrumentos de control político interno. El análisis se apoya en cinco niveles articulados: la reconstrucción del caso, la elaboración de marcos teóricos explicativos, la validación empírica comparada, el examen del estándar interamericano de derechos humanos y la formulación de propuestas de reforma institucional. Desde esta perspectiva, el trabajo introduce y desarrolla tres categorías analíticas centrales: la Doctrina de la Sospecha Permanente, que convierte identidades políticas o asociativas en indicios de peligrosidad; la Doctrina de la Confianza Soberana, que explica la desconfianza estructural del poder hacia sus propios agentes; y la Teoría del Foco y la Vara, que permite observar la aplicación selectiva de la atención y la disciplina institucional. El caso Herrera Corsi ilustra la anulación práctica de la “doble ciudadanía” del policía —como agente coercitivo del Estado y como ciudadano-trabajador con derechos— mediante una concepción expansiva de la disciplina que criminaliza el disenso, la organización y el reclamo laboral. La evidencia empírica comparada demuestra que estos procesos no solo vulneran derechos humanos, sino que generan efectos medibles de ineficacia policial, corrupción sistémica, pérdida de capital humano y erosión de la legitimidad social. El trabajo sitúa el caso en el marco de la evolución jurisprudencial interamericana, destacando su potencial para desarrollar estándares aún incipientes sobre inteligencia interna, sistemas de ascenso y protección frente a represalias políticas. Finalmente, propone un conjunto integral de reformas institucionales orientadas a la profesionalización, la transparencia y el control democrático de las fuerzas de seguridad. La conclusión central es que proteger los derechos de los propios policías no debilita la seguridad pública, sino que constituye una condición necesaria para una seguridad democrática eficaz y legítima. Abstract This article examines the case of Luis Antonio Herrera Corsi as a structural study of the politicization of security forces and its consequences for constitutional democracy. Rather than interpreting the case as an isolated individual violation or a collection of administrative irregularities, the article argues that it reveals a systematic pattern of power in which security institutions are transformed into instruments of internal political control. This transformation simultaneously undermines the rights of police officers, institutional effectiveness, and democratic legitimacy. Using a critical socio-legal approach, the analysis integrates five levels: empirical reconstruction of the case, theoretical framework development, comparative empirical validation, examination of Inter-American human rights standards, and proposals for institutional reform. Three analytical concepts are developed: the Doctrine of Permanent Suspicion, which converts political or associative identities into indicators of institutional risk; the Doctrine of Sovereign Distrust, which explains the state’s structural fear of its own agents; and the Focus-and-Measure Theory, which analyzes the selective allocation of institutional attention and disciplinary rigor. Comparative empirical evidence demonstrates that politicized police forces consistently exhibit lower operational effectiveness, higher corruption, and diminished social legitimacy. The article situates the Herrera Corsi case within the evolving jurisprudence of the Inter-American human rights system, highlighting its potential to advance standards regarding internal intelligence, merit-based promotion systems, and protection against political retaliation. The study concludes that safeguarding the rights of police officers is not a threat to public security but a necessary condition for building effective, legitimate, and democratic security institutions."
La politización de las fuerzas de seguridad y la erosión de la democracia constitucional,Martínez Alberto Ruben,2026,Zenodo (CERN European Organization for Nuclear Research),Has abstract,"Este trabajo analiza el caso de Luis Antonio Herrera Corsi como un estudio estructural sobre la politización de las fuerzas de seguridad y su impacto en la democracia constitucional. A partir de una reconstrucción empírica detallada, el ensayo sostiene que la persecución institucional sufrida por Herrera Corsi no constituye una violación individual aislada, sino la manifestación de un patrón sistemático de ejercicio del poder que transforma a las fuerzas de seguridad en instrumentos de control político interno. El análisis se apoya en cinco niveles articulados: la reconstrucción del caso, la elaboración de marcos teóricos explicativos, la validación empírica comparada, el examen del estándar interamericano de derechos humanos y la formulación de propuestas de reforma institucional. Desde esta perspectiva, el trabajo introduce y desarrolla tres categorías analíticas centrales: la Doctrina de la Sospecha Permanente, que convierte identidades políticas o asociativas en indicios de peligrosidad; la Doctrina de la Confianza Soberana, que explica la desconfianza estructural del poder hacia sus propios agentes; y la Teoría del Foco y la Vara, que permite observar la aplicación selectiva de la atención y la disciplina institucional. El caso Herrera Corsi ilustra la anulación práctica de la “doble ciudadanía” del policía —como agente coercitivo del Estado y como ciudadano-trabajador con derechos— mediante una concepción expansiva de la disciplina que criminaliza el disenso, la organización y el reclamo laboral. La evidencia empírica comparada demuestra que estos procesos no solo vulneran derechos humanos, sino que generan efectos medibles de ineficacia policial, corrupción sistémica, pérdida de capital humano y erosión de la legitimidad social. El trabajo sitúa el caso en el marco de la evolución jurisprudencial interamericana, destacando su potencial para desarrollar estándares aún incipientes sobre inteligencia interna, sistemas de ascenso y protección frente a represalias políticas. Finalmente, propone un conjunto integral de reformas institucionales orientadas a la profesionalización, la transparencia y el control democrático de las fuerzas de seguridad. La conclusión central es que proteger los derechos de los propios policías no debilita la seguridad pública, sino que constituye una condición necesaria para una seguridad democrática eficaz y legítima. Abstract This article examines the case of Luis Antonio Herrera Corsi as a structural study of the politicization of security forces and its consequences for constitutional democracy. Rather than interpreting the case as an isolated individual violation or a collection of administrative irregularities, the article argues that it reveals a systematic pattern of power in which security institutions are transformed into instruments of internal political control. This transformation simultaneously undermines the rights of police officers, institutional effectiveness, and democratic legitimacy. Using a critical socio-legal approach, the analysis integrates five levels: empirical reconstruction of the case, theoretical framework development, comparative empirical validation, examination of Inter-American human rights standards, and proposals for institutional reform. Three analytical concepts are developed: the Doctrine of Permanent Suspicion, which converts political or associative identities into indicators of institutional risk; the Doctrine of Sovereign Distrust, which explains the state’s structural fear of its own agents; and the Focus-and-Measure Theory, which analyzes the selective allocation of institutional attention and disciplinary rigor. Comparative empirical evidence demonstrates that politicized police forces consistently exhibit lower operational effectiveness, higher corruption, and diminished social legitimacy. The article situates the Herrera Corsi case within the evolving jurisprudence of the Inter-American human rights system, highlighting its potential to advance standards regarding internal intelligence, merit-based promotion systems, and protection against political retaliation. The study concludes that safeguarding the rights of police officers is not a threat to public security but a necessary condition for building effective, legitimate, and democratic security institutions."
Régimen de Contrataciones del Estado Argentino,Eloy Matías Pagura,2026,Repositorio Hipermedial UNR (Universidad Nacional de Rosario),Has abstract,"El régimen de contrataciones del sector público, especialmente en los municipios argentinos, enfrenta críticas debido a procedimientos poco eficientes, falta de capacitación, control insuficiente y una excesiva burocracia. Estas deficiencias elevan costos, retrasan procesos y limitan la participación de proveedores, en particular de las pequeñas y medianas empresas (PYMEs). La gestión eficiente y transparente de estas contrataciones es esencial para el buen uso de los recursos públicos, la credibilidad institucional y el desarrollo económico. El trabajo se propone analizar el marco legal vigente en Argentina, considerando la importancia de mecanismos que garanticen transparencia y fomenten la participación ciudadana. Se busca evaluar la eficacia del sistema, identificando brechas y proponiendo mejoras para fortalecer la transparencia, la eficiencia y la inclusión de las PYMEs en los procesos de contratación. Para ello, se analizará la normativa actual, se consultarán experiencias y se realizarán entrevistas con actores involucrados, con el fin de establecer un camino hacia una gestión más moderna y efectiva. Desde el plano teórico, se destaca la relevancia de una gestión adecuada de compras públicas, que no solo optimice el gasto, sino que también contribuya al desarrollo social y económico. Esto requiere detectar riesgos de corrupción, fortalecer mecanismos de control y promover la competencia, la transparencia y la rendición de cuentas. Además, la normativa debe ser clara, actualizada y alineada con las nuevas tecnologías, para evitar “vacíos” que puedan ser aprovechados para prácticas abusivas. En cuanto a principios, las compras públicas deben centrarse en bienes y servicios de demanda habitual, privilegiando procedimientos que aseguren economías de escala, calidad y transparencia. Se identifican tres momentos clave en los procesos licitatorios: la etapa previa, la de recepción y evaluación de ofertas, y la fase posterior a la adjudicación, donde se requiere un seguimiento riguroso para asegurar el cumplimiento contractual. La falta de previsión, demoras, problemas organizacionales y obstáculos en pagos son barreras que suelen afectar la eficiencia y la transparencia. El avance tecnológico ha sido fundamental para mejorar estos procesos. La implementación de plataformas digitales, inteligencia artificial, blockchain y mecanismos de contratación colaborativa y sostenible permiten reducir errores, acelerar procedimientos y aumentar la trazabilidad y confianza en las transacciones. Chile, por ejemplo, ha desarrollado plataformas como ChileCompra y sistemas de subasta inversa, que han mejorado la transparencia, la competencia y la inclusión de PYMEs en el mercado público. Asimismo, la tendencia mundial apunta a promover la participación de PYMEs mediante políticas que faciliten su acceso, a través de herramientas como la subdivisión de contratos en lotes, convenios marco, garantías proporcionadas, ferias inclusivas y la digitalización de procesos. Países como Estados Unidos, la Unión Europea y algunos latinoamericanos han avanzado en estas estrategias, aunque en la región la participación de las PYMEs aún es limitada. Finalmente, el trabajo concluye que para mejorar la gestión en las contrataciones públicas es necesario adoptar una visión de gobierno abierto, con fuerte interés en transparencia, rendición de cuentas, participación y uso de tecnología. La reforma normativa, la simplificación de procedimientos y el impulso a la inclusión de las PYMEs son pasos clave para lograr una gestión más eficiente, ética y democrática, en línea con los avances globales y las demandas sociales."
